id,provider,vehicleType,datetime_start,datetime_end,longitude_start,latitude_start,longitude_end,latitude_end
YmlrZTo6dGllcjo6NGVhODgyNTAtYzQ1Yi00NjljLWFlNTgtNGY5MDMyYWRhODM0,tier,kick scooter,2019-10-03 21:23:38+02:00,2019-10-03 21:33:12+02:00,13.45127,52.510071,13.443094,52.51248399999999
YmlrZTo6dGllcjo6NjE0OWExZDYtYjI4ZS00ZGE5LTgxMzYtY2RkNWU1YjM0Y2I5,tier,kick scooter,2019-11-29 12:58:25+01:00,2019-11-29 13:03:08+01:00,13.323004,52.51137900000001,13.32197,52.511786
YmlrZTo6dGllcjo6ZTRlZjFhNDEtZWM2OC00NmY5LWFkOTItNTI5MGFlNzY5YWUw,tier,kick scooter,2019-12-07 19:33:10+01:00,2019-12-07 19:48:08+01:00,13.387588,52.52091400000001,13.410353,52.522766
YmlrZTo6dGllcjo6NDVhNDBlMmUtMDBmNi00MjZmLTk5MTEtZmFmZTJhYzAyNjU1,tier,kick scooter,2019-10-06 07:53:08+02:00,2019-10-06 07:58:08+02:00,13.300304999999998,52.517157,13.300894,52.517537
YmlrZTo6dGllcjo6MzcxMWY4NGYtYTM1YS00ZGY0LWI0M2MtMDljNGQ2MThlZGMy,tier,kick scooter,2019-12-30 07:13:12+01:00,2019-12-30 07:18:08+01:00,13.390969,52.524986,13.391178,52.525512
YmlrZTo6dGllcjo6MmJmMWYwOTQtMWExNi00NTcwLWI1OTItOTkxYWZkOTY3ZTcz,tier,kick scooter,2019-10-03 12:38:08+02:00,2019-10-03 13:18:09+02:00,13.369612,52.526343,13.368463,52.523994
YmlrZTo6dGllcjo6NDI5YTk2ZDUtZTQ1Yi00YzNmLTgzMzAtNmM1ZTI5ZWFjZDJi,tier,kick scooter,2020-02-14 12:43:08+01:00,2020-02-14 12:48:07+01:00,13.322838,52.51400600000001,13.325176,52.516403
YmlrZTo6dGllcjo6ZmFiM2Q3MGItMGIzNC00Njc5LWI3M2UtNGQ3NjY2YmUyYjFi,tier,kick scooter,2019-10-24 14:53:09+02:00,2019-10-24 15:13:08+02:00,13.389621,52.517164,13.403928,52.52326899999999
YmlrZTo6dGllcjo6OWZjNjU4OGQtYzk0Zi00Y2RkLWI3OGEtZDRjYTkwZjA1MTQw,tier,kick scooter,2019-12-29 20:33:08+01:00,2019-12-29 20:43:07+01:00,13.316035,52.509249,13.321891,52.506767
YmlrZTo6dGllcjo6NDJjYzg2MjYtZjlkMC00NTU4LWJmNjUtZjBiNGI2NjkwMzY3,tier,kick scooter,2019-10-27 15:43:09+01:00,2019-10-27 15:53:09+01:00,13.407478,52.50354,13.413294,52.50070699999999
YmlrZTo6dGllcjo6NjgzMjU4YzYtMjg1Zi00ZDU3LWFlYTEtZGJkNjExNmRhOTYx,tier,kick scooter,2019-12-05 09:53:09+01:00,2019-12-05 09:58:24+01:00,13.335334,52.514025,13.334946,52.513597
YmlrZTo6dGllcjo6ODQ0NTlkNTItMmU0YS00ZTgwLWJjYzctZTk0ODE3YjJjOTQ0,tier,kick scooter,2020-02-24 08:43:07+01:00,2020-02-24 08:53:07+01:00,13.329966,52.503626,13.31674,52.500165
YmlrZTo6dGllcjo6MTQ3ZTQ0ZWYtZGYxZi00NDcwLTk1ZWItYWQwZWQyY2M4ZTFj,tier,kick scooter,2019-12-01 17:58:11+01:00,2019-12-01 18:08:07+01:00,13.39064,52.515757,13.383257,52.51181
YmlrZTo6dGllcjo6NGFmMjE5MzgtZjY0MC00ZWE2LTgxMTYtM2NlNWM1OTg4NTk2,tier,kick scooter,2019-10-18 09:43:08+02:00,2019-10-18 09:53:08+02:00,13.404667000000002,52.51408000000001,13.387089,52.515304
YmlrZTo6dGllcjo6YTQ2ZDE2NWQtODllMC00Y2UwLThjMWQtOWI5YTBiM2RkNjdh,tier,kick scooter,2019-12-18 07:43:08+01:00,2019-12-18 07:53:08+01:00,13.406131,52.521824,13.406216,52.520798
YmlrZTo6dGllcjo6Y2QxMjQ5NDAtOGViOC00NzBiLTkxMTAtZTIxOGJmZThkYjI3,tier,kick scooter,2019-12-15 01:08:08+01:00,2019-12-15 01:13:40+01:00,13.381961,52.530789,13.382969,52.52879
YmlrZTo6dGllcjo6YTRkNzRhODEtZTQxNy00YTcyLTg3YWUtYmZmNTgzZTcwMDE2,tier,kick scooter,2020-01-29 11:23:08+01:00,2020-01-29 11:28:07+01:00,13.337312,52.505492,13.337352,52.504901
YmlrZTo6dGllcjo6YzNiOWFiZWItZjgyNC00MTQzLWE0OTgtZGZhYjNmNGNlM2Zh,tier,kick scooter,2019-11-23 14:53:08+01:00,2019-11-23 15:03:14+01:00,13.409427,52.538609,13.419376000000002,52.537445
YmlrZTo6dGllcjo6MGVhY2Y2N2YtMzU2NS00NjZmLWFkMjUtY2FiMjYzNGUzMTU2,tier,kick scooter,2019-10-14 12:18:08+02:00,2019-10-14 12:28:07+02:00,13.381753,52.51651500000001,13.375996,52.519324
YmlrZTo6dGllcjo6ODViN2RmMjEtODhjNS00YTAxLWEyNDQtNjQ5MzczMWI4YmJm,tier,kick scooter,2019-12-10 11:18:10+01:00,2019-12-10 11:23:09+01:00,13.410339000000002,52.52905,13.409820000000002,52.528476
YmlrZTo6dGllcjo6NGJlMGZlOTMtNTUzZi00MjI2LWI5NTctOGM2MzgxNTA0ODBm,tier,kick scooter,2019-12-17 16:48:10+01:00,2019-12-17 17:13:09+01:00,13.373362,52.506604,13.388115,52.519608
YmlrZTo6dGllcjo6N2E0ZDFkY2MtZmQyYi00M2ZjLWE1YzYtODZjZGE4NmRlZGRk,tier,kick scooter,2020-02-17 07:13:08+01:00,2020-02-17 08:18:07+01:00,13.298084,52.494485,13.29183,52.497434
YmlrZTo6dGllcjo6YTM1NTRhYjYtYmY4NC00ZGM3LWEzZmQtOWE0MjFjNGY0ZGVm,tier,kick scooter,2020-03-13 18:53:11+01:00,2020-03-13 18:58:07+01:00,13.305363,52.50967900000001,13.299763,52.510439
YmlrZTo6dGllcjo6OGU4NzZmMjgtZDRmMi00YTJmLTk5NjktNjgyNTE1ZDdjYWJl,tier,kick scooter,2019-10-18 14:38:07+02:00,2019-10-18 14:48:08+02:00,13.376676000000002,52.508366,13.380248000000002,52.506038
YmlrZTo6dGllcjo6YzAyODU1OGQtMjNlMC00NGJhLTg3NjctOTJmMGEwYTVhYWM5,tier,kick scooter,2019-10-23 11:58:09+02:00,2019-10-23 12:13:08+02:00,13.317294,52.512033,13.317168,52.497546
YmlrZTo6dGllcjo6YzM5ZDgzMmUtZTAzNy00YTYwLWI5MWItNTc1NmFhMTIxY2Nk,tier,kick scooter,2020-02-02 01:48:08+01:00,2020-02-02 01:53:07+01:00,13.380376,52.531958,13.381097,52.532359
YmlrZTo6dGllcjo6NjM3NDlmNWMtMTJhMS00Nzg4LTkwNWUtZTIyMjRlZTAzMTZl,tier,kick scooter,2019-10-20 13:38:08+02:00,2019-10-20 13:48:08+02:00,13.401969,52.53979399999999,13.385437,52.531429
YmlrZTo6dGllcjo6ZjJiZDU3NDMtMzM5ZS00MmNkLWJmOTktY2I0NWU1YjZjMjJh,tier,kick scooter,2019-11-25 16:13:34+01:00,2019-11-25 16:18:07+01:00,13.332686,52.505883,13.332188,52.5069
YmlrZTo6dGllcjo6N2Y4NDdjYjUtMDc5OS00ZWY2LThmOTMtNDZhMzA2OTVkMDRm,tier,kick scooter,2019-11-13 17:48:09+01:00,2019-11-13 18:03:09+01:00,13.416458,52.50230300000001,13.384408,52.49385699999999
YmlrZTo6dGllcjo6OWFhZTZlM2UtMDQ0Yy00NTQ4LTkyMDgtMzY5ZDQ3YmM4ZjQ5,tier,kick scooter,2020-01-04 20:43:08+01:00,2020-01-04 20:48:07+01:00,13.40766,52.536812,13.407777,52.537274
YmlrZTo6dGllcjo6Yjk5OTMxNmMtMWM5Zi00YzVmLWFmMTktMmE1NjU1ZTk1YWU5,tier,kick scooter,2020-02-04 12:23:07+01:00,2020-02-04 12:28:08+01:00,13.327901999999998,52.515626,13.319889000000002,52.519589
YmlrZTo6dGllcjo6NGRiMjA1MjItODY1NC00Njg4LTg1YTAtMjdiYmI0MmQwZDNm,tier,kick scooter,2019-10-24 06:48:09+02:00,2019-10-24 06:53:09+02:00,13.428458,52.532343,13.429148,52.53214200000001
YmlrZTo6dGllcjo6YmU4ZjA1YWEtOWFiMi00YWZhLWFjOTQtZDBlYmI0MDczMGU2,tier,kick scooter,2020-01-11 12:48:35+01:00,2020-01-11 12:53:28+01:00,13.404201,52.52721,13.40328,52.527394
YmlrZTo6dGllcjo6MmFiODE1ZjktNzkyYi00NTBkLTljNWEtODY4OWVkNTJkYjVi,tier,kick scooter,2019-12-12 12:13:26+01:00,2019-12-12 12:23:30+01:00,13.392512,52.50679,13.382335,52.504796
YmlrZTo6dGllcjo6MmNhMTE3ZDQtODQ1NS00OTg0LWIyYjAtYmUwNTVmNTQ5Yzgw,tier,kick scooter,2019-11-25 16:18:07+01:00,2019-11-25 16:28:51+01:00,13.376003,52.510568000000006,13.389163,52.514352
YmlrZTo6dGllcjo6NmYxZmNmNTYtZDVjZS00NTBiLTkxNzAtNzk2MDA0MGU5MDU1,tier,kick scooter,2019-12-05 14:13:24+01:00,2019-12-05 14:23:09+01:00,13.321822,52.502663,13.316049,52.506055
YmlrZTo6dGllcjo6MjVkNjEzOTQtYmJmZC00MjdkLWI1YzMtMWNhZTZiNTVlYzJh,tier,kick scooter,2019-10-03 15:03:07+02:00,2019-10-03 15:13:08+02:00,13.387813,52.516845,13.388158,52.517247
YmlrZTo6dGllcjo6NDllNTQxZTctMGE5MC00MjIxLWE0ZTQtNzg0NzFlZDVmMmNi,tier,kick scooter,2020-01-08 13:23:08+01:00,2020-01-08 13:33:58+01:00,13.394245000000002,52.513535,13.39038,52.513919
YmlrZTo6dGllcjo6Nzg2NGZjZWYtODk5OS00MTRkLTlhOTMtMWQxN2IzODc4M2I0,tier,kick scooter,2019-12-07 15:13:10+01:00,2019-12-07 15:18:10+01:00,13.333492,52.50765500000001,13.332043,52.507381
YmlrZTo6dGllcjo6MzM0Yjc2MmQtOGFiYy00NDZkLWI1MzMtOTEwNmY4YmZlZWFi,tier,kick scooter,2019-12-28 13:33:07+01:00,2019-12-28 13:38:10+01:00,13.39007,52.511972,13.38976,52.512632
YmlrZTo6dGllcjo6YjMzMGUzNGQtMzJjZi00ZDcwLWFjYWUtN2I1MzBiMjM2MmY3,tier,kick scooter,2020-01-30 16:38:07+01:00,2020-01-30 16:48:07+01:00,13.407321,52.509791,13.410758,52.50419399999999
YmlrZTo6dGllcjo6ZDY0NTAzNDUtODAxYi00YTBiLWFlYmYtNDg4YmNlZDJmYzIx,tier,kick scooter,2019-10-04 00:33:08+02:00,2019-10-04 00:53:07+02:00,13.420948,52.49725600000001,13.390335999999998,52.48980200000001
YmlrZTo6dGllcjo6NGZjYjA0MDYtNTQ4Ni00ZDkyLWFkZTAtNDg1ZGIxOGU3ZTA3,tier,kick scooter,2019-10-01 09:08:08+02:00,2019-10-01 09:23:08+02:00,13.39991,52.531075,13.383531,52.530398
YmlrZTo6dGllcjo6YzU0Nzk1YTgtNjI0NS00ZWY3LWIzMzUtOTI2NDU2ZGNiOWFi,tier,kick scooter,2019-10-11 15:58:18+02:00,2019-10-11 16:13:18+02:00,13.391912,52.524925,13.392245,52.525559
YmlrZTo6dGllcjo6MDc0YzdkOGItMTZlMS00YWE1LTgyYzYtMzc2OWRmYjJlMmUw,tier,kick scooter,2019-12-09 15:43:10+01:00,2019-12-09 15:48:09+01:00,13.414178,52.525237,13.412720000000002,52.525751
YmlrZTo6dGllcjo6NDlhZjhhZjktZDhiYi00NDFiLWEzZGYtMTBkMzU4ZTk0MjVh,tier,kick scooter,2019-10-10 11:23:07+02:00,2019-10-10 11:43:07+02:00,13.350394,52.503165,13.379515,52.509635
YmlrZTo6dGllcjo6ZDBlMjFiM2UtYjcwZS00MTY1LTlhNWQtZDRiYmU4ZmMyMDc5,tier,kick scooter,2019-12-22 02:53:08+01:00,2019-12-22 03:03:09+01:00,13.4207,52.491122,13.408025,52.491064
YmlrZTo6dGllcjo6MzBmNmY2NGMtMzZkYS00MGVjLTg0OWItZGYxNzRjN2ZmYjVm,tier,kick scooter,2019-11-01 10:18:08+01:00,2019-11-01 10:33:08+01:00,13.34501,52.494917,13.331572,52.50067900000001
YmlrZTo6dGllcjo6NmY1MjUyZDQtN2ZlZS00MmNiLTlkOWUtMTY2NmVhOTY0YmRj,tier,kick scooter,2020-02-07 13:58:07+01:00,2020-02-07 14:03:11+01:00,13.307436,52.506012,13.306164,52.508029
YmlrZTo6dGllcjo6ZjNjYWIzNjctN2I0NC00MWVjLTk1MjYtNjg1NGRhN2MzYTA4,tier,kick scooter,2019-10-15 16:18:08+02:00,2019-10-15 16:33:20+02:00,13.402285999999998,52.51121,13.418045,52.50850500000001
YmlrZTo6dGllcjo6ODZlZjRlOGEtMWY0NS00NGNmLTllMmItM2I1MGM0ZmUzN2Ex,tier,kick scooter,2019-10-04 19:23:08+02:00,2019-10-04 19:28:08+02:00,13.398257,52.532596,13.398403,52.53311400000001
YmlrZTo6dGllcjo6MDk2ODVlYTItMzc3NC00Zjc4LWI0NjgtMDBiY2I2OTY4Y2Vl,tier,kick scooter,2019-12-12 17:48:11+01:00,2019-12-12 17:53:08+01:00,13.421611,52.535648,13.417801999999998,52.531657
YmlrZTo6dGllcjo6YzU5OTMyYTItODU1Zi00ZTEyLTgyYmUtZTU3NGQyYTFlZGM3,tier,kick scooter,2019-10-24 11:43:09+02:00,2019-10-24 11:48:09+02:00,13.332424,52.505312,13.332638,52.504845
YmlrZTo6dGllcjo6YTQ0OGZhMWYtZjMyYi00YWQ0LWExYmUtMzU4ZGFhNjIxZTY5,tier,kick scooter,2019-12-23 10:33:08+01:00,2019-12-23 10:38:07+01:00,13.322714,52.504473,13.322843,52.50500600000001
YmlrZTo6dGllcjo6MDMxMWQxYWUtODdlOS00ZTZkLWExZTktNWUwODgyMDljMTI2,tier,kick scooter,2019-12-17 16:08:08+01:00,2019-12-17 16:13:11+01:00,13.426525,52.544637,13.427425,52.544341
YmlrZTo6dGllcjo6ZWVjMTRhOGMtOGY4OC00ZGYwLTlkZGUtODZmODVmMTNiM2Jk,tier,kick scooter,2020-02-27 14:43:09+01:00,2020-02-27 15:23:08+01:00,13.390632,52.515112,13.351156,52.497538
YmlrZTo6dGllcjo6OGVhMWNkYjAtNmM3OS00ZWQ4LTk2NzEtYjI5NmYxN2I4N2Q1,tier,kick scooter,2020-01-26 00:28:08+01:00,2020-01-26 00:33:09+01:00,13.370466,52.52373100000001,13.370639,52.524489
YmlrZTo6dGllcjo6N2Y2Zjk0MzMtMmVkNy00OTE1LTg2ZGQtYTczMzg2MTk0NzE0,tier,kick scooter,2019-11-14 17:43:10+01:00,2019-11-14 17:58:10+01:00,13.367975,52.52636700000001,13.363157,52.531085
YmlrZTo6dGllcjo6YjU3YjM2M2MtNmQ3ZS00YTU3LWFmOTItMWUwNzI1OWQyNjRi,tier,kick scooter,2019-11-29 00:08:06+01:00,2019-11-29 00:13:08+01:00,13.402235,52.523637,13.403196,52.522699
YmlrZTo6dGllcjo6MWM1ZDVmY2UtODU0MC00MWE4LWI0ZGQtNDZiOTM5ODNlMDZl,tier,kick scooter,2020-01-23 08:38:09+01:00,2020-01-23 08:43:33+01:00,13.433793,52.511547,13.434716,52.511872
YmlrZTo6dGllcjo6MjBmMjY4OGEtN2JhNC00MTExLThmZTgtMWZhZWY3OTMzOGQ3,tier,kick scooter,2019-12-25 01:33:07+01:00,2019-12-25 01:43:09+01:00,13.413353,52.548011,13.414089,52.54043299999999
YmlrZTo6dGllcjo6YjYwYTlkMzItMzFjOS00MTcxLTk2ZjAtZWFiMTA2ZmRlMzc5,tier,kick scooter,2020-03-05 09:23:07+01:00,2020-03-05 09:33:08+01:00,13.307804999999998,52.500269,13.289979999999998,52.497213
YmlrZTo6dGllcjo6M2Y5ZTUxMmItYWU0NS00NmFhLWEyN2ItN2ExOGQ1MTU3MTdm,tier,kick scooter,2019-11-01 11:33:08+01:00,2019-11-01 11:38:08+01:00,13.347351000000002,52.507054,13.343773,52.506339
YmlrZTo6dGllcjo6NmFhYjkyYTYtY2U2MC00NGY1LWI2ZDYtNDc2MTdmOTMyMzAz,tier,kick scooter,2019-12-27 15:18:24+01:00,2019-12-27 15:33:07+01:00,13.368944,52.510277,13.393558,52.512466
YmlrZTo6dGllcjo6MWM2NjlhNTAtZWZiMy00YmZkLTk1ZjctNTVmY2RlNDdlMmIx,tier,kick scooter,2019-11-06 19:28:09+01:00,2019-11-06 19:43:09+01:00,13.389887,52.523511,13.399612,52.523752
YmlrZTo6dGllcjo6YWQwODRlNjItOWMxNC00ZTM0LWFiM2QtZjE4YThmMjJiOWZh,tier,kick scooter,2019-12-24 10:18:07+01:00,2019-12-24 10:33:09+01:00,13.391265,52.51216,13.40407,52.510207
YmlrZTo6dGllcjo6NmVhMjU2NDgtMmI2OS00OWZhLWIxNDctYTRiN2QwZmM4N2Uz,tier,kick scooter,2019-11-01 14:13:08+01:00,2019-11-01 14:28:08+01:00,13.388897,52.514872,13.384196,52.51014
YmlrZTo6dGllcjo6NWUxODIzYWUtZjkyZi00ZTY3LTk1MTItYWMxOGZkYTc3MTYx,tier,kick scooter,2019-10-13 21:30:18+02:00,2019-10-13 21:43:09+02:00,13.397885,52.510873,13.377176,52.50966500000001
YmlrZTo6dGllcjo6NGQxOTY2MTYtNDlhYi00YzVjLTg1MDktYTk2NGMxYTM3OGMx,tier,kick scooter,2019-10-06 16:43:08+02:00,2019-10-06 17:13:08+02:00,13.380904999999998,52.51666,13.37987,52.516373
YmlrZTo6dGllcjo6YWU0YWYyMGMtNDIwNC00ZWJkLWI5MzQtZGZlMTQ2NTE1MTQ5,tier,kick scooter,2019-10-08 21:03:08+02:00,2019-10-08 21:18:10+02:00,13.421369,52.533568,13.427289000000002,52.544682
YmlrZTo6dGllcjo6MmU3ODkzZmYtZWY3My00OGI3LWJmZDktMmU5MjU4YzI0OTVh,tier,kick scooter,2019-10-16 18:33:09+02:00,2019-10-16 18:38:18+02:00,13.307094,52.506829,13.30699,52.506371
YmlrZTo6dGllcjo6ZWE4MTFlZWQtM2ZhZS00NmQxLTk2N2MtZGNmMDhiMmJhMzRi,tier,kick scooter,2020-01-28 09:33:12+01:00,2020-01-28 09:43:16+01:00,13.378857,52.505191,13.391731,52.508314
YmlrZTo6dGllcjo6ODdlMDAwYjYtOTY2YS00MTE0LWFjYWUtMmJhZGFiMWMzOWFl,tier,kick scooter,2019-10-18 12:23:07+02:00,2019-10-18 12:38:08+02:00,13.316973,52.501147,13.304861,52.499722
YmlrZTo6dGllcjo6MTJiNWUwMzMtNjNiOS00NWMyLWFlOGMtODU3ZjRlZGI2NzFh,tier,kick scooter,2019-12-27 06:23:08+01:00,2019-12-27 06:28:09+01:00,13.298631,52.494487,13.291542000000002,52.497164
YmlrZTo6dGllcjo6NjBlNjEyZTctMjhjOC00YjRiLWJmZWQtMDc2ZmEwMTFkZTU0,tier,kick scooter,2019-12-28 14:53:11+01:00,2019-12-28 14:58:40+01:00,13.331349,52.505383,13.330555,52.503965
YmlrZTo6dGllcjo6ZDdmOTRhZmEtMzk4ZS00NzA4LTkxYmQtYjQ1ZDkxMzZiZjQ2,tier,kick scooter,2019-12-16 14:18:09+01:00,2019-12-16 14:23:10+01:00,13.331017,52.506834,13.331857,52.50595300000001
YmlrZTo6dGllcjo6ZDdlNjg3NGMtYzYyMy00NTc2LWJhNTEtYTQ5Y2E4MjY3NDll,tier,kick scooter,2019-12-01 10:08:29+01:00,2019-12-01 10:28:24+01:00,13.368902,52.541258,13.389207,52.548075
YmlrZTo6dGllcjo6MDY5ODMzMzQtMGMyMS00YzAwLTkzY2EtMmFkN2I4ZmEwYjVj,tier,kick scooter,2019-11-06 10:38:08+01:00,2019-11-06 10:53:08+01:00,13.331867,52.50664499999999,13.332771,52.50636400000001
YmlrZTo6dGllcjo6MjEzNGJkNmQtMDNiNy00NGE3LWJmZDEtYjlmZTc4ZGI1NmM0,tier,kick scooter,2020-01-23 08:53:09+01:00,2020-01-23 08:58:28+01:00,13.390243,52.504427,13.390906,52.50490799999999
YmlrZTo6dGllcjo6NGNkNmQ2N2EtNTZmNC00MmVjLWFiMGItODVjNmE4ODM0ZWEw,tier,kick scooter,2019-11-01 16:08:08+01:00,2019-11-01 17:03:07+01:00,13.347325,52.50719100000001,13.349598,52.506162
YmlrZTo6dGllcjo6YzUxM2ZlNjMtOWM5NS00ZDM2LWEwNmUtNzczODhjM2E0Nzkw,tier,kick scooter,2019-12-03 15:58:43+01:00,2019-12-03 16:08:09+01:00,13.391576,52.521911,13.399403,52.52741700000001
YmlrZTo6dGllcjo6OGYzYmY2NTYtNjA0My00ODRhLWIwNmItOWQyMGNkYTcwNDRk,tier,kick scooter,2019-12-28 19:53:26+01:00,2019-12-28 20:03:26+01:00,13.40703,52.531894,13.413709,52.528
YmlrZTo6dGllcjo6YjgyYTg3NWUtMWQxZS00YmFlLWFjYzUtZDI3NDAzZGVhNmFi,tier,kick scooter,2020-03-01 17:48:07+01:00,2020-03-01 18:43:08+01:00,13.381416,52.516787,13.388027,52.493597
YmlrZTo6dGllcjo6NjhmZjZlYjYtYWI5Ni00ZjdjLWIzMWYtOTNmZmYyZWQwMWNl,tier,kick scooter,2020-01-18 16:53:08+01:00,2020-01-18 16:58:30+01:00,13.378045000000002,52.510664,13.378538,52.509923
YmlrZTo6dGllcjo6MTI3OTcyZDMtZTBlYy00NTM3LTkyMTYtYzVhY2Y4MDQ4YTRm,tier,kick scooter,2019-12-20 17:33:09+01:00,2019-12-20 17:43:07+01:00,13.396339,52.514261,13.393365,52.51424
YmlrZTo6dGllcjo6ZjU2NTNiOTQtNWFjNi00MGQxLWFkM2ItNjIxODZlODFiN2I4,tier,kick scooter,2019-11-01 20:48:10+01:00,2019-11-01 21:38:09+01:00,13.320271,52.506034,13.317993,52.507934
YmlrZTo6dGllcjo6M2I4NjljMGMtMTJkZi00ODAyLTg4YmYtOTQyMGY1Zjg3ODhm,tier,kick scooter,2020-03-03 09:08:09+01:00,2020-03-03 09:28:07+01:00,13.379139000000002,52.509653,13.37543,52.529215
YmlrZTo6dGllcjo6MTE1YWQyYjItOGViOS00NTY2LWI2ZTktNGY0ZTNiNzM3ZjJh,tier,kick scooter,2019-10-28 14:03:07+01:00,2019-10-28 14:28:09+01:00,13.450733,52.507903000000006,13.454036,52.51668100000001
YmlrZTo6dGllcjo6YWJlOTQwNjItYjFjNS00YmM3LTlmODItOTE1NDYxNmUzZTE2,tier,kick scooter,2020-02-28 10:03:08+01:00,2020-02-28 10:08:09+01:00,13.410617000000002,52.528787,13.409784,52.52891700000001
YmlrZTo6dGllcjo6ZmRiMmQ1YzQtN2U3NS00YjE1LWI5MzAtMThkM2I1ODk0NmFi,tier,kick scooter,2019-10-26 09:03:09+02:00,2019-10-26 09:23:08+02:00,13.370294,52.524151,13.389631,52.507934
YmlrZTo6dGllcjo6NjhmZjZlYjYtYWI5Ni00ZjdjLWIzMWYtOTNmZmYyZWQwMWNl,tier,kick scooter,2019-12-14 00:03:08+01:00,2019-12-14 00:18:07+01:00,13.395669,52.532835,13.392658,52.525202
YmlrZTo6dGllcjo6ZDIwYzRiMmUtYjZkYi00ZmZkLTg4N2QtYWRmMTA2M2Q0ZGM4,tier,kick scooter,2019-12-13 22:43:08+01:00,2019-12-13 22:48:07+01:00,13.412572,52.51619300000001,13.413058,52.51696999999999
YmlrZTo6dGllcjo6YTkzOGFkY2MtNTE5NC00MzMyLWI0ZjAtMmM5MGMwOTEyMTUx,tier,kick scooter,2019-10-03 17:43:08+02:00,2019-10-03 18:03:08+02:00,13.426861,52.543979,13.419566,52.532119
YmlrZTo6dGllcjo6NmIxNjM1NzYtYzBiMC00YmJjLTk4NGYtYjUzNGNlODJmYTNl,tier,kick scooter,2019-10-10 10:18:08+02:00,2019-10-10 10:28:08+02:00,13.412071,52.52851800000001,13.393316,52.525737
YmlrZTo6dGllcjo6MWY5NjVjYTEtOTAyYi00YzFmLTkzY2YtMDNlNzcwMWQ4NWI2,tier,kick scooter,2019-10-07 12:43:08+02:00,2019-10-07 13:03:20+02:00,13.337009,52.50504399999999,13.31835,52.513764
YmlrZTo6dGllcjo6ZjRhYTI2NDQtM2U3Mi00NTNhLWFmMjEtYTliNDlmMzBlODg5,tier,kick scooter,2019-10-29 07:38:08+01:00,2019-10-29 07:43:09+01:00,13.37558,52.508211,13.376245999999998,52.50875500000001
YmlrZTo6dGllcjo6M2Y1OTQzNDctZmMyMS00YWExLTljZWUtNDg5YjQ0NzE0M2M3,tier,kick scooter,2019-10-01 18:38:08+02:00,2019-10-01 18:48:09+02:00,13.343191,52.534534,13.345801000000002,52.53294200000001
YmlrZTo6dGllcjo6YzZlMGZhZDctYmY5My00Yjg0LWJjNjctMTNkMjQ3ZjJhZDdh,tier,kick scooter,2019-11-05 11:53:08+01:00,2019-11-05 14:28:08+01:00,13.374054999999998,52.509565,13.386882,52.51372900000001
YmlrZTo6dGllcjo6NDYxZWQ1Y2EtNGQwMS00MDBhLTlmNmQtYjVlYzA5OGViMmVj,tier,kick scooter,2019-11-21 22:43:09+01:00,2019-11-21 22:53:31+01:00,13.40911,52.538213,13.403736,52.533824
YmlrZTo6dGllcjo6ZThlYmQyNjAtNzRiNi00MWZmLTljMmUtMjA2MTJiMGRhMjcw,tier,kick scooter,2020-02-18 16:43:07+01:00,2020-02-18 16:53:10+01:00,13.402067,52.52973100000001,13.385079,52.520901
YmlrZTo6dGllcjo6YTE1YmJhNGMtNDIxNS00NDkwLTliMWUtZWEwZWRjODI4MWMx,tier,kick scooter,2019-12-10 18:23:49+01:00,2019-12-10 18:33:13+01:00,13.394182,52.506426,13.394238,52.50696899999999
YmlrZTo6dGllcjo6Y2QyYjIxMDUtOTkxYS00N2U3LWJhZjEtZDRlYjY4NDdhYzE1,tier,kick scooter,2019-12-24 12:08:09+01:00,2019-12-24 12:28:08+01:00,13.416289,52.517615,13.388131,52.520607
YmlrZTo6dGllcjo6MTFhYTI4MGQtOTEzNC00NTY0LThiMWYtOWY2ZjJmMTU2YmMz,tier,kick scooter,2019-12-17 12:58:09+01:00,2019-12-17 13:03:08+01:00,13.327351,52.504086,13.327715,52.504606
YmlrZTo6dGllcjo6YTJhYTdlOTYtMjhjZC00ZTM0LWI4MmUtODY5MTczMDM5ZThk,tier,kick scooter,2019-11-05 16:38:08+01:00,2019-11-05 17:43:08+01:00,13.412049,52.540714,13.368753,52.530088
YmlrZTo6dGllcjo6Mjk3MTg5NTUtZTRkOC00NTFhLTliY2ItMDE0OTBmOTZmNDQ3,tier,kick scooter,2019-10-29 13:48:08+01:00,2019-10-29 14:18:08+01:00,13.394273000000002,52.507995,13.381454000000002,52.515211
YmlrZTo6dGllcjo6OGI2ODYzNGEtNTg2OS00OTA4LTlmNmEtM2Y2MGYzYmYxMmY0,tier,kick scooter,2019-10-08 14:43:08+02:00,2019-10-08 15:03:08+02:00,13.330942000000002,52.50703000000001,13.33186,52.50541800000001
YmlrZTo6dGllcjo6YTgxMDEwMDQtNTZjMi00MDdkLWE2ZGQtODNkZjBiZDJiMWEy,tier,kick scooter,2020-02-24 06:18:07+01:00,2020-02-24 06:23:07+01:00,13.306049,52.50753,13.305516,52.507932
YmlrZTo6dGllcjo6Mjg4NzUxMmYtYzMxMi00OWM2LWEwNDEtMjRlN2Q4NWIxM2Vl,tier,kick scooter,2019-12-20 12:18:09+01:00,2019-12-20 12:23:09+01:00,13.324809,52.517609,13.327001,52.520068
